Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Азимут-н,база отдыха,Аренда беседок; Базы отдыха; Кемпинги,"Бердский тупик, Азимут-Н",парк Звезда,630058,,Советский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00 (нерабочие месяцы: сентябрь-апрель),+07:00,3.8,107,83832554717 (администратор),,,,http://azimut.neokom.ru,,,https://vk.com/club17365419,,,,,,,,54.832143,83.057795,https://2gis.com/firm/141265770551494,branch
Аквилон,гостиничный комплекс,Аренда беседок; Гостиницы; Конференц-залы; Бани и сауны; Банкетные залы,"улица Бродского, 11",1 этаж,630051,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,4.4,162,83832049545,89133993579,,,http://gkakvilon.ru,,,,https://wa.me/79133993579,,,,,,,55.056835,82.982189,https://2gis.com/firm/70000001018727318,branch
Летняя база Азимут-Н,,,,,,,,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,,,5.0,1,,,,,,,,,,,,,,,,54.832906,83.059101,https://2gis.com/firm/141424683123383,adm_div
Барбекю двор,компания по аренде барбекю домиков,Аренда беседок,"Тульская улица, 1",,630087,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00 (по предварительной записи),+07:00,4.8,41,89993003821,,,,http://барбекюдвор.рф/,,,https://vk.com/bbq_dvor,https://wa.me/79993003821,,,,,,,54.983093,82.93129,https://2gis.com/firm/70000001036689128,branch
Бугринская Гавань,компания по аренде беседок,Аренда беседок,,,,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00 (нерабочие месяцы: октябрь-апрель),+07:00,4.6,10,83833101008,83833018601,,,,,,https://vk.com/arendabesedoknsk,,,,,,,,54.974966,82.953959,https://2gis.com/firm/70000001074580202,branch
Бугринская Гавань,компания по аренде беседок,Аренда беседок,,,630033,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00 (по предварительной записи: пн-вс),+07:00,4.1,13,83833101008,83833018601,,,,,,https://vk.com/arendabesedoknsk,,,,,,,,54.971318,82.958599,https://2gis.com/firm/70000001074347625,branch
Бугринская Гавань,компания по аренде беседок,Аренда беседок,"Саввы Кожевникова, 39",1 этаж,630033,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00 (по предварительной записи: пн-вс),+07:00,4.0,35,83833018601 (отдел аренды беседок на пляже),83833101008,,,,,,https://vk.com/arendabesedoknsk,,,,,,,,54.970248,82.956922,https://2gis.com/firm/70000001027637083,branch
Бугринская роща,парк,Аренда беседок; Парки; Аттракционы; Лыжные базы,"Саввы Кожевникова, 39а",,630033,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,"Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (администрация: пн-пт 9:00-18:00, перерыв: 13:00-14:00)",+07:00,4.6,357,83832138652 (отдел по аренде беседок),,,,http://parkigoroda-nsk.ru,http://t.me/gorodskieparki,,https://vk.com/bugrinskaya_rocha,,,,,,,,54.970601,82.957455,https://2gis.com/firm/141265769347904,branch
Бумеранг,развлекательный комплекс,Аренда беседок; Парки; Бани и сауны; Базы отдыха,"Софийская улица, 15 к2",,630056,ОбьГЭС м-н,Советский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,4.1,240,83832929288,83833499035,,,http://vk.link/bumerang_rk,,,https://vk.com/bumerang_rk,https://wa.me/79139850111,,,,,,,54.84255,82.957213,https://2gis.com/firm/141265769363705,branch
Гармония Чудес,досугово-оздоровительный центр,Аренда беседок; Бани и сауны,"улица Красных Зорь, 3в",,630129,,,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,4.7,7,89835108596,,,,http://ozero-spartak.ru,,,,https://wa.me/79835108596,,,,,,,55.112961,82.969271,https://2gis.com/firm/70000001066684466,branch
"Пляж ""Бумеранг""",,,,,,,,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,,,5.0,0,,,,,,,,,,,,,,,,54.841291,82.95678,https://2gis.com/firm/141424683123058,adm_div
Горизонт патио отель,гостевой комплекс,Аренда беседок; Аренда коттеджей / гостевых домов; Банкетные залы; Базы отдыха,"Бердский тупик, 10",,630058,,Советский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,4.3,376,83832862215 (администратор),83832552215 (администратор),horizonpatiohotel@mail.ru,,http://www.academ-hotel.com,,,https://vk.com/gorizonpatio,https://wa.me/79130072215,https://wa.me/79618753623,,,https://t.me/gorizonpatio,,,54.831137,83.056341,https://2gis.com/firm/141265771675377,branch
Дебаркадер,база отдыха,Аренда беседок; Базы отдыха; Бани и сауны; Спортивный прокат; Прокат водно-спортивной техники,,,633261,,,,Ордынский район,Новосибирская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,4.8,102,89993020404 (администрация),,,,,,,https://vk.com/bazadebarkader,https://wa.me/79993020404,,,,,,,54.358681,81.971328,https://2gis.com/firm/70000001062635556,branch
Горизонт патио отель,,,,,,,,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,,,,,,,,,,,,,,,,,,,,54.831192,83.056788,https://2gis.com/firm/70030077055882850,adm_div
Дом на Груздевой,,Аренда беседок; Аренда коттеджей / гостевых домов,"Груздевая улица, 453",,630554,НСТ Экспериментатор-1,,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00 (по предварительной записи),+07:00,4.5,3,89139127297,,etovse@mail.ru,,http://на-шашлыки.рф,,,,https://wa.me/79129525154,,,,,,,54.851396,83.177833,https://2gis.com/firm/141265770579775,branch
Дом охотника,территория семейного отдыха,Аренда беседок,"Зелёная Роща, 15",,633009,,,Бердск,Бердск городской округ,Новосибирская область,Россия,Пн: 12:00-20:00; Вт: 12:00-20:00; Ср: 12:00-20:00; Чт: 12:00-20:00; Пт: 12:00-20:00; Сб: 12:00-20:00; Вс: 12:00-20:00 (по предварительной записи: пн-вс),+07:00,5.0,1,83833476778,,,,,,,,,,,,,,,54.727813,83.030443,https://2gis.com/firm/70000001030717250,branch
Ёлки-палки,компания по аренде беседок и гриль-домиков,Аренда беседок; Аренда шатров и конструкций,"Учительская улица, 49 к6",,630110,,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+07:00,4.7,184,89237755401,,garage353@mail.ru,,http://беседки-нск.рф,,,,https://wa.me/79237755401,,,,https://t.me/besedki54,,,55.084598,82.957057,https://2gis.com/firm/70000001023673707,branch
ЖАРА,сибирские бани,Аренда беседок; Бани и сауны,"Ударная улица, 40",,630052,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00 (по предварительной записи: пн-вс),+07:00,4.8,223,83832139013,,,,http://banizhara.ru,,,https://vk.com/banizhara,https://wa.me/79139859013,,,,,,https://youtube.com/@banya_zhara,54.966494,82.86039,https://2gis.com/firm/141265769843707,branch
Заельцовский,парк,Аренда беседок; Парки,"Парковая улица, 88",,630001,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,"Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00 (администрация: пн-чт 9:00-18:00, перерыв: 13:00-14:00; пт 9:00-17:00, перерыв: 13:00-14:00)",+07:00,4.8,1584,83832090788 (администратор),83832636560,,,http://беседки-аренда.рф,http://parkigoroda-nsk.ru,,https://vk.com/zpark,,,,,https://t.me/gorodskieparki,,,55.051474,82.840794,https://2gis.com/firm/141265769337474,branch
Парк Заельцовский,,,,,,,,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,,,5.0,0,,,,,,,,,,,,,,,,55.051787,82.849795,https://2gis.com/firm/141424683122823,adm_div
Звезда,парк отдыха,Аренда беседок; Базы отдыха,"Бердский тупик, Звезда",,630058,,Советский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00 (администрация: пн-пт 9:00-18:00),+07:00,3.9,710,83832633622 (администратор парка),83833100033 (администратор парка),,,http://zvezda.neokom.ru,,,https://vk.com/club17365419,,,,,,,,54.834308,83.052578,https://2gis.com/firm/141265769338189,branch
Пляж Звезда,,,,,,,,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,,,4.2,2,,,,,,,,,,,,,,,,54.834234,83.052012,https://2gis.com/firm/141424683122794,adm_div
Издревая,база отдыха,Аренда беседок; Базы отдыха; Кемпинги,"Вокзальная улица, 14а",,630554,,,,Новосибирский район,Новосибирская область,Россия,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+07:00,5.0,8,89134830252,,,,,,,https://vk.com/izdrevaya_nsk,https://wa.me/79134830252,,,,,,,54.981343,83.203647,https://2gis.com/firm/70000001053315437,branch
